Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,9,UNITED STATES,89.1,53.46,,45
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,26,THAILAND,19.8,11.88,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,51,INDONESIA,20,0,,54
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,NETHERLANDS,112,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,CHINA,50,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,42,CHINA,37,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11,THAILAND,32,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,12,CHINA,36,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,UNITED KINGDOM,112,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,MALAYSIA,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,53,HONG KONG,20,0,,32
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,73,THAILAND,21,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,45,THAILAND,21,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,73,HONG KONG,22,0,,50
EPX,Travel Agency,Online,2 way Comprehensive Plan,Yes,56,GERMANY,145,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5,CHINA,74,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18,MYANMAR,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,JAPAN,62,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,VIET NAM,25,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,17,CANADA,112,0,,58
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,"KOREA, REPUBLIC OF",86,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,63,NEW ZEALAND,75,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,13,CHINA,60,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18,MYANMAR,20,0,,39
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,13,CHINA,35,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,24,"TAIWAN, PROVINCE OF CHINA",39,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,MALAYSIA,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,50,CAMBODIA,75,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9,THAILAND,25,0,,65
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,69,VIET NAM,28,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,34,NEW ZEALAND,94,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,35,INDIA,37,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,46,"KOREA, REPUBLIC OF",34,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,44,THAILAND,34,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6,CAMBODIA,27,0,,22
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,THAILAND,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,CHINA,0,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,44,UNITED STATES,24,0,,37
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,15,INDONESIA,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,4,MALAYSIA,20,0,,43
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,22,"KOREA, REPUBLIC OF",67,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,5,MALAYSIA,10,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,71,HONG KONG,62,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,20,FRANCE,69,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,50,SINGAPORE,0,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,19,SINGAPORE,24,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,7,VIET NAM,10,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,21,MALAYSIA,11,0,,26
EPX,Travel Agency,Online,Cancellation Plan,No,278,CANADA,71,0,,31
EPX,Travel Agency,Online,Cancellation Plan,No,13,CHINA,32,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,7,MALAYSIA,10,0,,28
EPX,Travel Agency,Online,Cancellation Plan,No,12,MALAYSIA,10,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,21,UNITED STATES,11,0,,38
EPX,Travel Agency,Online,Cancellation Plan,No,34,"KOREA, REPUBLIC OF",15,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,5,MALAYSIA,10,0,,52
EPX,Travel Agency,Online,Cancellation Plan,No,25,UNITED STATES,80,0,,32
EPX,Travel Agency,Online,Cancellation Plan,No,1,CHINA,10,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,34,INDIA,27,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,18,INDIA,80,0,,67
EPX,Travel Agency,Online,Cancellation Plan,No,82,"TAIWAN, PROVINCE OF CHINA",24,0,,37
EPX,Travel Agency,Online,Cancellation Plan,No,27,MALAYSIA,25,0,,33
EPX,Travel Agency,Online,Cancellation Plan,No,51,NEW ZEALAND,54,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,31,THAILAND,13,0,,30
EPX,Travel Agency,Online,Cancellation Plan,No,23,MALAYSIA,10,0,,33
EPX,Travel Agency,Online,Cancellation Plan,No,31,SINGAPORE,16,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,1,SINGAPORE,10,0,,26
EPX,Travel Agency,Online,Cancellation Plan,No,26,SINGAPORE,16,0,,43
EPX,Travel Agency,Online,Cancellation Plan,No,26,MALAYSIA,21,0,,25
EPX,Travel Agency,Online,Cancellation Plan,No,13,MALAYSIA,10,0,,51
EPX,Travel Agency,Online,Cancellation Plan,No,90,INDONESIA,10,0,,28
EPX,Travel Agency,Online,Cancellation Plan,No,45,PHILIPPINES,19,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,3,AUSTRALIA,19,0,,61
EPX,Travel Agency,Online,Cancellation Plan,No,59,PHILIPPINES,16,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,107,"KOREA, REPUBLIC OF",45,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,7,SINGAPORE,13,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,1,SINGAPORE,10,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,4,INDONESIA,13,0,,45
EPX,Travel Agency,Online,Cancellation Plan,No,18,BELGIUM,17,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,59,NETHERLANDS,52,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,7,INDONESIA,10,0,,61
EPX,Travel Agency,Online,Cancellation Plan,No,9,MALAYSIA,10,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,2,SINGAPORE,32,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,7,HONG KONG,17,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,31,IRELAND,15,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,18,INDONESIA,12,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,277,UNITED KINGDOM,80,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,20,"KOREA, REPUBLIC OF",11,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,277,SWITZERLAND,80,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,72,PHILIPPINES,19,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,12,HONG KONG,19,0,,59
EPX,Travel Agency,Online,Cancellation Plan,No,10,GERMANY,13,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,50,PHILIPPINES,10,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,8,"KOREA, REPUBLIC OF",59,0,,23
EPX,Travel Agency,Online,Cancellation Plan,No,39,IRELAND,35,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,39,THAILAND,10,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,23,UNITED STATES,68,0,,26
EPX,Travel Agency,Online,Cancellation Plan,No,27,JAPAN,39,0,,27
EPX,Travel Agency,Online,Cancellation Plan,No,4,SINGAPORE,12,0,,28
EPX,Travel Agency,Online,Cancellation Plan,No,20,VIET NAM,10,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,6,VIET NAM,13,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,53,GERMANY,61,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,4,INDONESIA,19,0,,53
EPX,Travel Agency,Online,Cancellation Plan,No,23,AUSTRALIA,41,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,3,"KOREA, REPUBLIC OF",30,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,12,SINGAPORE,29,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,3,SINGAPORE,65,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,32,AUSTRALIA,24,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,9,THAILAND,20,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,4,SINGAPORE,31,0,,36
JWT,Airlines,Online,Value Plan,No,15,INDIA,60,24,M,118
JWT,Airlines,Online,Value Plan,No,47,INDIA,39,15.6,M,118
JWT,Airlines,Online,Value Plan,No,2,INDIA,42,16.8,F,118
JWT,Airlines,Online,Value Plan,No,25,INDIA,31,12.4,M,118
JWT,Airlines,Online,Value Plan,No,5,INDIA,195,78,M,118
KML,Travel Agency,Online,Value Plan,No,13,INDONESIA,48,18.24,F,48
RAB,Airlines,Online,Value Plan,No,8,BRUNEI DARUSSALAM,23,9.2,M,54
RAB,Airlines,Online,Value Plan,No,8,BRUNEI DARUSSALAM,15,6,M,47
SSI,Airlines,Online,Ticket Protector,No,78,SINGAPORE,6.56,1.84,,48
SSI,Airlines,Online,Ticket Protector,No,51,SINGAPORE,14.35,4.02,,48
JZI,Airlines,Online,Basic Plan,No,12,THAILAND,30,10.5,M,51
JZI,Airlines,Online,Basic Plan,No,75,"KOREA, REPUBLIC OF",26,9.1,F,23
JZI,Airlines,Online,Basic Plan,No,9,"TAIWAN, PROVINCE OF CHINA",26,9.1,F,41
JZI,Airlines,Online,Basic Plan,No,9,MACAO,22,7.7,M,70
JZI,Airlines,Online,Basic Plan,No,3,THAILAND,18,6.3,M,56
JZI,Airlines,Online,Basic Plan,No,2,MALAYSIA,18,6.3,M,53
JZI,Airlines,Online,Basic Plan,No,7,MALAYSIA,18,6.3,M,53
JZI,Airlines,Online,Basic Plan,No,11,MACAO,35,12.25,F,53
JZI,Airlines,Online,Basic Plan,No,8,MALAYSIA,0,6.3,M,29
JZI,Airlines,Online,Basic Plan,No,25,INDONESIA,22,7.7,M,45
JZI,Airlines,Online,Basic Plan,No,2,THAILAND,18,6.3,M,47
JZI,Airlines,Online,Basic Plan,No,27,THAILAND,30,10.5,M,40
JZI,Airlines,Online,Basic Plan,No,11,HONG KONG,35,12.25,M,28
JZI,Airlines,Online,Basic Plan,No,178,INDONESIA,30,10.5,F,45
JZI,Airlines,Online,Basic Plan,No,8,THAILAND,18,6.3,M,38
JZI,Airlines,Online,Basic Plan,No,8,THAILAND,18,6.3,M,65
JZI,Airlines,Online,Basic Plan,No,10,MALAYSIA,22,7.7,M,67
JZI,Airlines,Online,Basic Plan,No,1,THAILAND,18,6.3,F,25
JZI,Airlines,Online,Basic Plan,No,10,JAPAN,35,12.25,F,61
JZI,Airlines,Online,Value Plan,No,12,"KOREA, REPUBLIC OF",58,20.3,M,43
JZI,Airlines,Online,Value Plan,No,80,UNITED ARAB EMIRATES,109,38.15,F,29
JZI,Airlines,Online,Value Plan,No,32,JAPAN,69,24.15,M,37
CSR,Travel Agency,Offline,Comprehensive Plan,No,35,THAILAND,29,9.57,M,26
JZI,Airlines,Online,Basic Plan,No,33,MALAYSIA,33,11.55,,118
CBH,Travel Agency,Offline,Comprehensive Plan,No,25,CHINA,0,16.5,M,32
CSR,Travel Agency,Offline,Comprehensive Plan,No,34,THAILAND,29,9.57,F,64
CCR,Travel Agency,Offline,Comprehensive Plan,No,150,MALAYSIA,29,9.57,F,61
ART,Airlines,Online,24 Protect,No,74,PHILIPPINES,24.9,8.71,F,48
ART,Airlines,Online,24 Protect,No,3,PHILIPPINES,0,8.56,F,48
C2B,Airlines,Online,Bronze Plan,No,86,SINGAPORE,74.9,18.73,F,32
C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,27,6.75,M,39
C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,53.25,13.31,M,29
C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,20.25,5.06,F,31
C2B,Airlines,Online,Bronze Plan,No,15,SINGAPORE,69,17.25,M,30
C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,35.25,8.81,F,28
C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,62.25,15.56,F,25
C2B,Airlines,Online,Silver Plan,No,7,SINGAPORE,62.25,15.56,F,24
C2B,Airlines,Online,Silver Plan,No,8,SINGAPORE,83,20.75,M,28
C2B,Airlines,Online,Gold Plan,No,9,SINGAPORE,89.25,22.31,F,28
C2B,Airlines,Online,Annual Silver Plan,Yes,364,SINGAPORE,252.85,63.21,M,30
C2B,Airlines,Online,Annual Silver Plan,No,365,SINGAPORE,202.3,50.58,M,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,10,THAILAND,39.6,23.76,,45
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,8,MALAYSIA,39.6,23.76,,35
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,72,AUSTRALIA,19.8,11.88,,28
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,19,UNITED STATES,49.5,29.7,,49
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,86,AUSTRALIA,49.5,29.7,,35
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,35,UNITED STATES,39.6,23.76,,38
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,28,THAILAND,39.6,23.76,,32
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,99,AUSTRALIA,69.3,41.58,,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,29,UNITED STATES,29.7,17.82,,60
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,171,MALAYSIA,29.7,17.82,,59
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,25,MALAYSIA,29.7,17.82,,34
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,2,UNITED KINGDOM,19.8,11.88,,46
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,34,AUSTRALIA,29.7,17.82,,56
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,2,UNITED STATES,19.8,11.88,,30
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,127,MALAYSIA,49.5,29.7,,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,160,NEW ZEALAND,39.6,23.76,,42
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,163,NEW ZEALAND,19.8,11.88,,42
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,168,NEW ZEALAND,49.5,29.7,,42
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,2,SINGAPORE,19.8,11.88,,46
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,78,UNITED KINGDOM,99,59.4,,56
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,9,MALAYSIA,29.7,17.82,,30
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,35,MALAYSIA,29.7,17.82,,51
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,41,THAILAND,39.6,23.76,,33
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,27,MALAYSIA,29.7,17.82,,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,158,AUSTRALIA,178.2,106.92,,44
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,150,AUSTRALIA,99,59.4,,42
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,2,UNITED STATES,19.8,11.88,,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,325,AUSTRALIA,99,59.4,,42
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,325,AUSTRALIA,99,59.4,,44
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,16,SWITZERLAND,0,47.52,,31
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,14,CHINA,46,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,54,"TAIWAN, PROVINCE OF CHINA",27,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,12,CHINA,32,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,24,UNITED KINGDOM,112,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,91,INDONESIA,20,0,,46
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,CHINA,41,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,4,MALAYSIA,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,14,SOUTH AFRICA,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,31,CHINA,45,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,116,JAPAN,55,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18,INDONESIA,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,215,VIET NAM,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,149,MALAYSIA,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,37,JAPAN,0,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,33,INDONESIA,20,0,,40
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11,JAPAN,42,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,51,SINGAPORE,20,0,,51
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,22,INDONESIA,20,0,,27
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,69,UNITED KINGDOM,89,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,68,VIET NAM,29,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,20,INDONESIA,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,25,THAILAND,46,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,AUSTRALIA,62,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,215,VIET NAM,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,149,MALAYSIA,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,VIET NAM,28,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18,CAMBODIA,45,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,20,LAO PEOPLE'S DEMOCRATIC REPUBLIC,23,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,40,SINGAPORE,44,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,19,PHILIPPINES,20,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,51,UNITED STATES,112,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,85,SINGAPORE,95,0,,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,12,INDONESIA,31,0,,56
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,17,INDONESIA,47,0,,56
EPX,Travel Agency,Online,Cancellation Plan,No,36,INDIA,26,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,28,UNITED KINGDOM,62,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,6,MALAYSIA,10,0,,46
EPX,Travel Agency,Online,Cancellation Plan,No,68,PHILIPPINES,72,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,9,SINGAPORE,13,0,,53
EPX,Travel Agency,Online,Cancellation Plan,No,24,THAILAND,10,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,5,SINGAPORE,13,0,,31
EPX,Travel Agency,Online,Cancellation Plan,No,30,THAILAND,14,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,10,SINGAPORE,10,0,,45
EPX,Travel Agency,Online,Cancellation Plan,No,108,NEPAL,18,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,14,CHINA,26,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,36,THAILAND,38,0,,30
EPX,Travel Agency,Online,Cancellation Plan,No,212,INDONESIA,34,0,,31
EPX,Travel Agency,Online,Cancellation Plan,No,3,THAILAND,27,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,22,"TAIWAN, PROVINCE OF CHINA",19,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,9,INDIA,24,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,107,SINGAPORE,0,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,282,"KOREA, REPUBLIC OF",37,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,276,CZECH REPUBLIC,80,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,14,GERMANY,14,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,30,RUSSIAN FEDERATION,80,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,9,"KOREA, REPUBLIC OF",38,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,52,SINGAPORE,11,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,46,GERMANY,51,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,1,INDONESIA,10,0,,23
EPX,Travel Agency,Online,Cancellation Plan,No,174,CHINA,41,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,46,UNITED STATES,35,0,,24
EPX,Travel Agency,Online,Cancellation Plan,No,7,UNITED KINGDOM,12,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,35,"TAIWAN, PROVINCE OF CHINA",10,0,,24
EPX,Travel Agency,Online,Cancellation Plan,No,51,JAPAN,82,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,38,CHINA,19,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,4,AUSTRALIA,38,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,3,"KOREA, REPUBLIC OF",17,0,,30
EPX,Travel Agency,Online,Cancellation Plan,No,26,FRANCE,64,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,39,VIET NAM,15,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,50,CHINA,27,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,13,UNITED STATES,80,0,,30
EPX,Travel Agency,Online,Cancellation Plan,No,25,INDIA,27,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,7,NEW ZEALAND,10,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,19,CHILE,80,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,16,MALAYSIA,10,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,15,SRI LANKA,17,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,4,MALAYSIA,26,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,23,MALAYSIA,28,0,,22
EPX,Travel Agency,Online,Cancellation Plan,No,38,VIET NAM,10,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,3,CANADA,59,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,17,THAILAND,23,0,,38
EPX,Travel Agency,Online,Cancellation Plan,No,2,INDIA,10,0,,36
EPX,Travel Agency,Online,Cancellation Plan,No,8,THAILAND,10,0,,35
EPX,Travel Agency,Online,Cancellation Plan,No,19,JAPAN,34,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,9,CHINA,20,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,20,CHINA,41,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,1,INDIA,31,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,19,CHINA,43,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,1,UNITED STATES,74,0,,34
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,11,CHINA,26,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,42,AUSTRALIA,24,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,21,SINGAPORE,20,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,33,VIET NAM,20,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,8,INDIA,20,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,4,CHINA,27,0,,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,11,SINGAPORE,39,0,,36
JWT,Airlines,Online,Value Plan,No,64,INDIA,62,24.8,M,118
JWT,Airlines,Online,Value Plan,No,21,INDIA,31,12.4,M,118
KML,Travel Agency,Online,Premier Plan,No,51,INDONESIA,29,11.02,M,48
RAB,Airlines,Online,Value Plan,No,0,BRUNEI DARUSSALAM,15,6,F,24
RAB,Airlines,Online,Value Plan,No,6,BRUNEI DARUSSALAM,15,6,M,32
RAB,Airlines,Online,Value Plan,No,6,BRUNEI DARUSSALAM,15,6,M,36
RAB,Airlines,Online,Value Plan,No,29,BRUNEI DARUSSALAM,23,9.2,M,52
JZI,Airlines,Online,Basic Plan,No,6,"TAIWAN, PROVINCE OF CHINA",22,7.7,F,40
JZI,Airlines,Online,Basic Plan,No,38,THAILAND,22,7.7,M,43
JZI,Airlines,Online,Basic Plan,No,17,INDIA,22,7.7,M,46
JZI,Airlines,Online,Basic Plan,No,155,PHILIPPINES,37,12.95,F,34
JZI,Airlines,Online,Basic Plan,No,11,THAILAND,22,7.7,F,37
JZI,Airlines,Online,Basic Plan,No,4,CHINA,22,7.7,M,47
JZI,Airlines,Online,Basic Plan,No,10,MALAYSIA,30,10.5,M,45
JZI,Airlines,Online,Basic Plan,No,36,CHINA,35,12.25,M,79
JZI,Airlines,Online,Basic Plan,No,90,CHINA,44,15.4,M,62
JZI,Airlines,Online,Basic Plan,No,3,CHINA,22,7.7,M,32
JZI,Airlines,Online,Basic Plan,No,8,MALAYSIA,18,6.3,M,40
JZI,Airlines,Online,Basic Plan,No,6,CHINA,26,9.1,M,51
JZI,Airlines,Online,Basic Plan,No,2,THAILAND,18,6.3,F,27
JZI,Airlines,Online,Value Plan,No,65,UNITED STATES,96,33.6,F,39
JZI,Airlines,Online,Value Plan,No,40,JAPAN,45,15.75,M,41
JZI,Airlines,Online,Value Plan,No,7,THAILAND,26,9.1,M,55
JZI,Airlines,Online,Value Plan,No,20,AUSTRALIA,45,15.75,F,40
EPX,Travel Agency,Offline,2 way Comprehensive Plan,No,79,PHILIPPINES,20,0,,118
CSR,Travel Agency,Offline,Comprehensive Plan,No,67,THAILAND,29,9.57,F,51
SSI,Airlines,Offline,Ticket Protector,No,18,SINGAPORE,16.91,4.74,,118
SSI,Airlines,Offline,Ticket Protector,No,22,SINGAPORE,21.14,5.93,,118
